+-------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+---------------------+-------------------------------------------------------------------------------------------------------------------------------------------------+
| resource_name                                                                                                                                   | id                                   | resource_status_reason                                                                                                                                                                                                                | resource_status    | event_time          | stack_name                                                                                                                                      |
| TenantPort                                                                                                                                      | 978ff06d-e2f8-421a-92aa-439cabbf86c1 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:36 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-TenantPort-maotjuc4lp52                                                                        |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-TenantPort-maotjuc4lp52                                                                        | f9ccbfa6-ca53-460a-87ae-f5088b4c338a | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:36 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-TenantPort-maotjuc4lp52                                                                        |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-ManagementPort-aely3pwjfavo                                                                    | 35c08b1a-8d4c-4059-8872-24857541fc0d | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:36 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-ManagementPort-aely3pwjfavo                                                                    |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-ManagementPort-aely3pwjfavo                                                                    | ae75074a-536b-4f83-b56e-7a444a826f32 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:36 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-ManagementPort-aely3pwjfavo                                                                    |
| ExternalPort                                                                                                                                    | fe3c72f8-4744-472a-9c8a-08309883fcfe | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:37 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-ExternalPort-hy5udrgpalqp                                                                      |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-ExternalPort-hy5udrgpalqp                                                                      | 466f1419-52f1-4ba6-a4fb-b8ec0625b4ec | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:37 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-ExternalPort-hy5udrgpalqp                                                                      |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-StorageMgmtPort-kjwfjtfttb3d                                                                   | e43594ac-9f84-4d1e-8855-fb6a06427600 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:37 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-StorageMgmtPort-kjwfjtfttb3d                                                                   |
| StorageMgmtPort                                                                                                                                 | 8c5e9864-09b4-4e2f-bee9-83a245c26706 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:37 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-StorageMgmtPort-kjwfjtfttb3d                                                                   |
| StorageMgmtPort                                                                                                                                 | 71440fc0-e2d2-4da4-864a-adb186199db3 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:37 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-StorageMgmtPort-kjwfjtfttb3d                                                                   |
| InternalApiPort                                                                                                                                 | 50a3ee75-4fb2-4d6a-96b7-4bfc83e8de1a | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:38 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| StoragePort                                                                                                                                     | c34212d0-20f3-4e80-bb27-ce8335f73849 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:38 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| TenantPort                                                                                                                                      | 40657847-ef2a-4fbd-a76b-e7483e9aa8cc | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:38 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-StorageMgmtPort-kjwfjtfttb3d                                                                   | 956ecf2a-031f-436a-bb88-fad74d968e33 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:38 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-StorageMgmtPort-kjwfjtfttb3d                                                                   |
| NetworkDeployment                                                                                                                               | ba509063-6ce0-46d1-affc-3c3c8f12c275 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:17:38 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| ExternalPort                                                                                                                                    | 782cc929-de46-48f1-9fe5-6bf636a9af2f | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:39 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| ManagementPort                                                                                                                                  | 14ea310f-9629-4375-afc2-e9a94a53ae70 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:39 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| StorageMgmtPort                                                                                                                                 | bca4d126-4a04-4d7a-bae4-b5e508eb9256 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:39 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NetworkDeployment                                                                                                                               | 9151c679-44b2-476b-bd30-99cebbb57c6d | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:39 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaComputeDeployment                                                                                                                           | c9cbecb6-ec1f-4dea-a8c0-860199136d40 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:39 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NetworkConfig                                                                                                                                   | 7b5d1cb6-3cad-459b-83d4-1c118b030878 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NetIpMap                                                                                                                                        | 5ea10bf3-0b5e-41c4-b59f-806ca3a38ada | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetworkConfig-xdvlj5bpwyos                                                                     | 8084d007-6cda-4ebf-a8e2-0237039be4e6 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetworkConfig-xdvlj5bpwyos                                                                     |
| OsNetConfigImpl                                                                                                                                 | 940b61cb-b8c5-4188-ad4e-d1ec830b91bc | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetworkConfig-xdvlj5bpwyos                                                                     |
| OsNetConfigImpl                                                                                                                                 | f10f3217-47d9-4c72-aba3-8e9b964b7031 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetworkConfig-xdvlj5bpwyos                                                                     |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetworkConfig-xdvlj5bpwyos                                                                     | 36fa9c84-b708-4c07-b3e3-71f8afbba153 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetworkConfig-xdvlj5bpwyos                                                                     |
| NetIpSubnetMap                                                                                                                                  | c218c3f3-41b6-4aa3-90b2-86d1bec75480 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:42 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpMap-a46hbhtrnqz4                                                                          | d03eee2d-495b-4cbf-ad00-fe9dd75157af | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:42 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpMap-a46hbhtrnqz4                                                                          |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpMap-a46hbhtrnqz4                                                                          | 7235860a-79bd-43e1-a9f5-a3aa389f3600 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:42 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpMap-a46hbhtrnqz4                                                                          |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpSubnetMap-xcta6qjpxmmw                                                                    | fb2c69b8-fb61-49da-a212-0858fa4a696b | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:42 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpSubnetMap-xcta6qjpxmmw                                                                    |
| overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpSubnetMap-xcta6qjpxmmw                                                                    | 4f69bb36-a0a2-4b3b-b3c6-9d284900bee5 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:42 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf-NetIpSubnetMap-xcta6qjpxmmw                                                                    |
| NetworkConfig                                                                                                                                   | 04179807-fb83-40e7-a2b9-66f984df4701 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:43 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NetIpMap                                                                                                                                        | dcdf7466-651d-49ba-80e2-2e2762d132cf | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:43 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NetIpSubnetMap                                                                                                                                  | 3ce11fdb-f7e5-4c31-851c-d245a9e783de | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:44 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NetworkDeployment                                                                                                                               | 213aa01b-2d70-4c10-84b0-183a2928d207 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:44 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaComputeDeployment                                                                                                                           | 62a9a2c6-dc10-46ab-b321-fd39f62be278 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:17:47 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaComputeDeployment                                                                                                                           | 02ca85eb-4364-4a51-a519-f9fa83962600 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| ComputeExtraConfigPre                                                                                                                           | 4578b7ef-b1ff-4a71-abe8-926af4deba56 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NodeTLSCAData                                                                                                                                   | 7535ded1-facd-44ec-947c-9c990218f3ae | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeTLSCAData-ns5z4ugwjn5v                                                                        | 884b6b0c-d597-4735-864c-40634fe4abf7 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeTLSCAData-ns5z4ugwjn5v                                                                        |
| overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeTLSCAData-ns5z4ugwjn5v                                                                        | 7e0c5c14-d047-45f4-9bad-778ebb8b66a1 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeTLSCAData-ns5z4ugwjn5v                                                                        |
| overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-ComputeExtraConfigPre-muhu62lymtwr                                                                | c6f9a4e6-4b04-45f3-b681-87e139855292 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-ComputeExtraConfigPre-muhu62lymtwr                                                                |
| overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-ComputeExtraConfigPre-muhu62lymtwr                                                                | 559b1d36-9d26-4fb8-9cfc-e30417b2b46f | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-ComputeExtraConfigPre-muhu62lymtwr                                                                |
| NodeTLSCAData                                                                                                                                   | 35c93d7a-46a4-44de-aa53-5f11bcfa835f | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:49 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| ComputeExtraConfigPre                                                                                                                           | 3381094d-b28b-4cef-994e-304a635efbc3 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:49 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NodeExtraConfig                                                                                                                                 | 67812fdf-4e5f-4dba-803f-1bb13f21a3b4 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:17:49 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeExtraConfig-amnrfi6556lw                                                                      | a5738770-62e7-4f32-a264-dc7f6e9dba02 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:17:49 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeExtraConfig-amnrfi6556lw                                                                      |
| overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeExtraConfig-amnrfi6556lw                                                                      | 69af7da1-8025-4a8b-b677-ddeb506f993a | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:49 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi-NodeExtraConfig-amnrfi6556lw                                                                      |
| NodeExtraConfig                                                                                                                                 | a27f39db-f389-4419-8da9-c489ecb7180e | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:50 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   | 19114c8a-2ba2-4a3c-b166-5b21d11a79bb | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:50 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Compute                                                                                                                                         | 7910340a-6e51-42e9-9632-36e38d585bfa | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:51 | overcloud                                                                                                                                       |
| 1                                                                                                                                               | 8c2cdec3-517e-41de-a241-fa6b7a60fd52 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:17:51 | overcloud-Compute-hdrjnpo24tlp                                                                                                                  |
| overcloud-Compute-hdrjnpo24tlp                                                                                                                  | a519989a-c6e9-49a3-801d-8a2953d940f0 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:17:51 | overcloud-Compute-hdrjnpo24tlp                                                                                                                  |
| UpdateDeployment                                                                                                                                | 6bb6fd3e-efc8-48af-ab67-09a7017b8fed | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:21:35 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| UpdateDeployment                                                                                                                                | 86fa18c6-8318-44c1-b798-043582935a36 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:21:35 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| NetworkDeployment                                                                                                                               | f7041472-6546-407f-b3cd-5e26e48e4f53 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:21:40 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| NetworkDeployment                                                                                                                               | 1f3a2b72-abc0-4017-a71d-a284b61ec688 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:21:41 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| NodeTLSCAData                                                                                                                                   | 3901f33a-a091-409c-a7d0-3fb3e00235cc | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:21:41 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSCAData-htrithrhiq6y                                                                     | 3b1f457f-912b-4e90-ac90-cf245936cc68 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:21:41 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSCAData-htrithrhiq6y                                                                     |
| overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSCAData-htrithrhiq6y                                                                     | f03fd09f-bfb3-4ce8-a2d1-8839c98bbfd5 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:21:41 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSCAData-htrithrhiq6y                                                                     |
| NodeTLSCAData                                                                                                                                   | abc6ba27-22e6-44be-b179-aab1c9dad0b5 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:21:42 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| NodeTLSData                                                                                                                                     | 8320a235-f822-4d83-9ef4-f5b5345aa992 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:21:42 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSData-6gh6lff2xzfu                                                                       | eaf99dfd-d40e-439c-be60-43c9dd387e2b | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:21:43 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSData-6gh6lff2xzfu                                                                       |
| overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSData-6gh6lff2xzfu                                                                       | 2c22287c-9450-4910-a76b-0ce8152806d0 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:21:43 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-NodeTLSData-6gh6lff2xzfu                                                                       |
| NodeTLSData                                                                                                                                     | c363cdc9-5634-450e-a37d-dbf1346ec97f | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:21:44 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| ControllerConfig                                                                                                                                | 2a5ef871-f7c2-4d90-96dc-c064af7e2b72 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:21:44 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| ControllerConfig                                                                                                                                | 9c73453f-94b1-4ae0-aa2d-16e0604d8b34 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:21:45 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| ControllerDeployment                                                                                                                            | 525779e7-5115-4275-8363-fe9ac0f4b50b | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:21:45 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| UpdateDeployment                                                                                                                                | f8a56c58-2e3f-4b7c-8348-46782a3a60fc | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:21:59 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| UpdateDeployment                                                                                                                                | 702d2fd7-f879-4f18-8396-b56fd4e965b2 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:22:00 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| ControllerDeployment                                                                                                                            | 2d43686c-b819-49f2-9ba7-819dd8bfb30a | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:22:01 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| ControllerDeployment                                                                                                                            | 8d88140b-a0bd-4f26-aba2-0ddd7ca048db | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:22:02 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| ControllerExtraConfigPre                                                                                                                        | 8e600370-f74e-41c5-b72e-eeb9cc6016ac | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:22:02 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-ControllerExtraConfigPre-2dotupcurn4h                                                          | f98faeae-30bd-4802-b934-6e77377454e9 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:22:02 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-ControllerExtraConfigPre-2dotupcurn4h                                                          |
| ExtraPreConfig                                                                                                                                  | 518a74e6-35f3-4e86-b754-fd1b6a918ecf | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:22:02 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-ControllerExtraConfigPre-2dotupcurn4h                                                          |
| ExtraPreConfig                                                                                                                                  | 760afe0f-82ea-4684-a82b-99130b2ea3e2 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:22:02 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl-ControllerExtraConfigPre-2dotupcurn4h                                                          |
